state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,churn_binary,unique_id,total_charges,account_length_group_years,yrr_group
ME,57,415,false,false,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,false,0,97f5217e-8e6e-466a-a16e-0e74ef379fb3,71.63,4-8,$60.00 - $79.99
MI,86,510,false,true,41,119,101,20.23,230,134,19.55,236.9,58,10.66,9.5,3,2.57,0,false,0,ba90fba4-f796-4014-b005-8474b97218c4,53.01,4-8,$40.00 - $59.99
WY,57,408,false,true,39,213,115,36.21,191.1,112,16.24,182.7,115,8.22,9.5,3,2.57,0,false,0,89109d69-0b92-4788-ba6e-1f428895c856,63.24,4-8,$60.00 - $79.99
WV,36,510,false,false,0,175.7,69,29.87,154.8,98,13.16,208.2,68,9.37,9.5,2,2.57,0,false,0,d3aa30e5-f320-49d8-94bd-0ab307fb8a6f,54.97,0-4,$40.00 - $59.99
MS,103,510,false,true,29,164.1,111,27.9,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0,false,0,b1b73fe3-c17d-44b2-854c-87ab2c25bfd4,59.749999999999993,8-12,$40.00 - $59.99
WY,134,510,false,false,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,true,1,0676bb60-1f3f-4891-afb5-7a22438e5eb6,83.99,8-12,$80.00 - $99.99
OH,137,408,false,false,0,144,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,false,0,7fa24e70-ff53-4813-8c52-e9a0df0a47d9,49,8-12,$40.00 - $59.99
CO,71,415,false,false,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,false,0,c51d8c35-0276-400d-ade2-a12d2bcf98ac,70.859999999999985,4-8,$60.00 - $79.99
MI,130,415,false,false,0,143.8,76,24.45,274.8,103,23.36,194.7,105,8.76,12.3,1,3.32,0,false,0,ba5f3fb7-08eb-4b72-9d88-9bdd54870f56,59.89,8-12,$40.00 - $59.99
IN,141,415,false,true,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,false,0,29bb21ad-f737-4515-bc8e-648d14b56342,59.74,8-12,$40.00 - $59.99
ME,120,510,false,false,0,163.6,109,27.81,237.3,95,20.17,186.2,141,8.38,12.3,5,3.32,0,false,0,e8536d1e-d92b-4f26-a759-5f34572c7611,59.680000000000007,8-12,$40.00 - $59.99
LA,162,510,false,true,33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,false,0,65938da7-429d-4e18-ad94-c0259b898657,55.99,12-16,$40.00 - $59.99
WV,136,510,false,false,0,240.1,121,40.82,271.2,123,23.05,132.7,98,5.97,17.2,4,4.64,0,true,1,95843975-cf54-4c67-9f8e-23984c45fb1a,74.48,8-12,$60.00 - $79.99
WY,151,415,false,false,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,false,0,40213f96-7e85-48a8-bf27-80fb5ada2626,51.41,12-16,$40.00 - $59.99
IL,142,415,false,true,38,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16,0,false,0,a5395ac9-1a9e-4a3e-a6f0-b13b5d1a83d9,51.69,8-12,$40.00 - $59.99
MT,80,510,true,true,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10,10,2.7,0,false,0,00bc33bd-c47c-4757-98a3-5945769450fb,57.83,4-8,$40.00 - $59.99
VT,122,415,true,false,0,49.5,114,8.42,214.1,98,18.2,154.9,120,6.97,10,4,2.7,0,false,0,aecdd7c7-8393-4571-85af-794f0a1175b1,36.29,8-12,$20.00 - $39.99
MI,105,415,false,true,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,false,0,b8e0f02d-9d85-4212-98ac-d8d0eb3d702a,67.679999999999993,8-12,$60.00 - $79.99
MA,19,415,false,true,29,142.7,94,24.26,129.9,60,11.04,165.3,65,7.44,10,4,2.7,0,false,0,202703a9-1fbb-4527-9a91-012dc289a907,45.44,0-4,$40.00 - $59.99
SC,145,408,false,false,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,0,false,0,fc243b2f-2c71-46a7-a8f2-c7be67152ffe,40.25,12-16,$40.00 - $59.99
OR,76,415,false,false,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,false,0,70191a63-3e1a-4845-9f4c-d52f7f044a6e,51.93,4-8,$40.00 - $59.99
VA,104,408,false,false,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,false,0,32c71b1b-9d93-465e-a76a-d34b64e7343c,58.690000000000005,8-12,$40.00 - $59.99
IN,131,415,false,true,29,42.1,114,7.16,183.3,70,15.58,158.7,82,7.14,10,1,2.7,0,false,0,7625dbfa-7eef-4d51-b709-60663bee6b71,32.580000000000005,8-12,$20.00 - $39.99
WI,73,415,false,false,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,false,0,77de0f49-bd64-40e3-b89e-41368b116854,60.430000000000007,4-8,$60.00 - $79.99
OH,69,415,false,false,0,244.8,76,41.62,77.2,100,6.56,222.8,102,10.03,10,3,2.7,0,false,0,aece3980-d6cf-4263-a379-90b82de819fb,60.910000000000004,4-8,$60.00 - $79.99
MA,132,408,false,true,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,false,0,1ff815cc-06e0-4317-8b3d-54ac0b061b3c,57.22,8-12,$40.00 - $59.99
NY,77,510,false,false,0,124.1,92,21.1,214.9,131,18.27,241.3,132,10.86,13.7,3,3.7,0,false,0,cdd9178d-7b1c-42ff-8d8b-a62dad3964ad,53.930000000000007,4-8,$40.00 - $59.99
KY,76,510,false,false,0,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7,0,true,1,28cef820-6e9a-4ef1-a288-21f9368656b8,75.29,4-8,$60.00 - $79.99
VA,139,510,false,true,23,157.6,129,26.79,247,96,21,259.2,112,11.66,13.7,2,3.7,0,false,0,b54249e3-0702-4a0f-862e-cb253e04d516,63.150000000000006,8-12,$60.00 - $79.99
CT,54,415,false,true,33,161.8,73,27.51,273,58,23.21,153.9,76,6.93,13.7,4,3.7,0,false,0,e79acf85-52eb-41c1-927e-b00b14aca765,61.35,4-8,$60.00 - $79.99
WY,78,415,false,false,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,false,0,77a35d97-e68a-4243-89bd-a8e4b90b5911,52.910000000000011,4-8,$40.00 - $59.99
TN,74,415,false,true,25,234.4,113,39.85,265.9,82,22.6,241.4,77,10.86,13.7,4,3.7,0,false,0,0481ceb3-d1aa-4f34-8d8e-ca08858e94ac,77.01,4-8,$60.00 - $79.99
KY,78,415,false,false,0,254.1,112,43.2,215.9,80,18.35,267.1,124,12.02,16.3,3,4.4,0,true,1,51c7034d-7d4a-4ffc-93b7-838754e89eb2,77.970000000000013,4-8,$60.00 - $79.99
PA,140,408,false,false,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,false,0,6076b2f8-b0a1-4f05-bbe5-08405fe816e3,48.13,8-12,$40.00 - $59.99
ME,36,510,true,true,42,196.8,89,33.46,254.9,122,21.67,138.3,126,6.22,20,6,5.4,0,true,1,0067531e-c836-477d-8422-22225cea9dce,66.75,0-4,$60.00 - $79.99
SC,77,415,false,false,0,175.8,116,29.89,156.2,125,13.28,237.4,106,10.68,5,4,1.35,0,false,0,378bdfee-9b0e-4434-83da-8861fd19f992,55.2,4-8,$40.00 - $59.99
MA,119,408,true,true,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0,true,1,25167ddf-10f8-4fbe-b367-906b93063d9e,48.989999999999995,8-12,$40.00 - $59.99
RI,101,415,false,false,0,176.5,105,30.01,198.6,136,16.88,210.2,150,9.46,7.7,5,2.08,0,false,0,0ef7fcd0-7156-4165-80fb-79ce30c49bbe,58.43,8-12,$40.00 - $59.99
NC,111,415,false,false,0,162.1,98,27.56,217.6,87,18.5,264.1,107,11.88,7.7,1,2.08,0,false,0,e7ba940e-f2f2-4b9c-8d8b-d8ad74b6950e,60.02,8-12,$60.00 - $79.99
NV,105,415,true,false,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,false,0,e0969bd9-1a09-4f87-927a-59bba560dcad,64.28,8-12,$60.00 - $79.99
NE,76,415,false,false,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,true,1,00e4f90d-03cc-4576-9c28-b0e5bda2be64,79.13,4-8,$60.00 - $79.99
RI,94,415,false,false,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,false,0,33eabb79-ba04-4b83-a078-24577c7ff847,45.069999999999993,4-8,$40.00 - $59.99
WI,120,408,false,true,26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,false,0,2fe51872-0e53-4706-b951-5cee6084f68e,75.54,8-12,$60.00 - $79.99
UT,85,510,false,false,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,false,0,7a46ee88-e6ed-4aee-bf54-01f04130fcaf,64.93,4-8,$60.00 - $79.99
RI,112,510,false,false,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,false,0,4d10e40c-7a78-4498-a401-2d645f72203f,60.559999999999995,8-12,$60.00 - $79.99
FL,120,415,false,true,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,false,0,883cf6bf-24b4-40a9-a584-78aebd3b4d96,58.48,8-12,$40.00 - $59.99
MA,69,510,false,false,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,false,0,6c06bebb-cea8-4b05-9085-48dceec8be9a,67.65,4-8,$60.00 - $79.99
MO,83,408,false,false,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,false,0,4c187433-d168-4500-a77b-baefa10e323f,47.34,4-8,$40.00 - $59.99
VA,86,415,false,false,0,120.6,82,20.5,238.3,96,20.26,219.8,125,9.89,11.4,5,3.08,0,false,0,ac9e19fb-2154-4e0a-ba70-90b4934aea36,53.730000000000004,4-8,$40.00 - $59.99
ID,164,408,true,true,28,156.1,98,26.54,209.9,140,17.84,190,69,8.55,11.4,4,3.08,0,false,0,f954c923-443f-43a1-b9c2-41c5c6872f01,56.009999999999991,12-16,$40.00 - $59.99
TN,102,408,false,false,0,157.4,83,26.76,47.3,102,4.02,160.4,92,7.22,11.4,5,3.08,0,false,0,9aea4e6e-f2e2-4fc4-aa32-d00e8080a850,41.08,8-12,$40.00 - $59.99
DE,106,415,false,false,0,128.6,83,21.86,134,114,11.39,210.6,113,9.48,11.4,2,3.08,0,false,0,d6705841-e5e6-44d3-a53d-f847aa658567,45.81,8-12,$40.00 - $59.99
OK,73,415,true,true,34,252.9,103,42.99,220.1,79,18.71,144.9,65,6.52,11.4,3,3.08,0,false,0,3f7a3967-6573-4b7e-bf98-3dd126758322,71.3,4-8,$60.00 - $79.99
UT,81,415,false,true,24,130.1,117,22.12,196,61,16.66,139.3,123,6.27,11.4,5,3.08,0,false,0,82c6efc5-6666-4147-8c2a-4d830cb3a535,48.129999999999995,4-8,$40.00 - $59.99
HI,83,415,false,false,0,195.2,101,33.18,188.7,38,16.04,270,91,12.15,11.4,3,3.08,0,false,0,f5fe715c-790d-467f-beeb-7bc224303b34,64.45,4-8,$60.00 - $79.99
NH,163,415,false,true,39,268.1,104,45.58,216.6,65,18.41,359.9,118,16.2,11.4,4,3.08,0,false,0,ee6fd3a5-3415-4738-bef3-7d2a0f9e456f,83.27,12-16,$80.00 - $99.99
IL,137,408,true,false,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,true,1,ee6d3ec3-c015-4ad9-a1e8-fb93cadd6ec6,71.039999999999992,8-12,$60.00 - $79.99
OR,149,415,true,false,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,false,0,8283c614-b046-48d1-bcc4-aa42da0a026c,55.050000000000004,12-16,$40.00 - $59.99
TX,130,408,false,false,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,false,0,57e24439-b582-497b-8ede-20ef1b5edff0,68.26,8-12,$60.00 - $79.99
OR,60,415,false,false,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,false,0,e261ec81-2126-4b19-b770-365dc70bbe82,60.489999999999995,4-8,$60.00 - $79.99
OR,174,415,false,false,0,222.3,102,37.79,173.8,123,14.77,297.2,97,13.37,5.7,2,1.54,0,true,1,793c965f-868c-4433-962c-70cb4fd9851a,67.470000000000013,12-16,$60.00 - $79.99
UT,82,510,false,false,0,191.9,95,32.62,116.7,105,9.92,202.6,113,9.12,8.2,5,2.21,0,false,0,5b7f7087-0ab3-4137-82c7-1f1237aaf57c,53.87,4-8,$40.00 - $59.99
CO,90,415,false,true,30,168.2,103,28.59,220.9,75,18.78,224.3,105,10.09,8.2,2,2.21,0,false,0,787b42b7-b43c-4761-a6d1-e0636a1780d5,59.670000000000009,4-8,$40.00 - $59.99
OK,52,510,false,true,38,169.3,88,28.78,225.9,97,19.2,172,86,7.74,8.2,3,2.21,0,false,0,e2f7851f-f614-4641-bce4-c6c1c49c15a6,57.930000000000007,4-8,$40.00 - $59.99
AR,116,510,false,false,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,false,0,8769df8c-2368-4066-8499-00ac1c5c7467,54.96,8-12,$40.00 - $59.99
AK,138,415,false,true,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,false,0,a1db8bf1-7d10-43ad-a3a5-667ff0dbd219,37.18,8-12,$20.00 - $39.99
PA,141,510,false,false,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,false,0,dbc1bdf2-a055-4de0-8827-99a70db3fb0c,52.31,8-12,$40.00 - $59.99
AR,63,510,false,true,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,false,0,74baa508-f209-402e-8cb0-446d987d5bbc,63.28,4-8,$60.00 - $79.99
MS,59,408,false,true,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,false,0,7251d12c-9b9d-429d-b58a-ef94dc1f51d5,40.29,4-8,$40.00 - $59.99
LA,51,415,false,false,0,176.7,129,30.04,218.9,125,18.61,183.9,51,8.28,9.1,4,2.46,0,false,0,fa8c8de4-1efa-4424-bd88-8622b56aa854,59.39,4-8,$40.00 - $59.99
RI,95,408,false,false,0,160,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,false,0,4566c95c-cab5-4f57-83df-cf69d9a43ec8,56.46,4-8,$40.00 - $59.99
RI,74,415,false,false,0,187.7,127,31.91,163.4,148,13.89,196,94,8.82,9.1,5,2.46,0,false,0,d1db8818-b51b-40a1-987b-a582d6bc8bd5,57.08,4-8,$40.00 - $59.99
MD,141,415,false,false,0,185.1,126,31.47,233,98,19.81,152.2,106,6.85,9.1,7,2.46,0,false,0,a7d71a0c-4f41-47fe-8377-9ac7325c9b52,60.59,8-12,$60.00 - $79.99
WI,131,415,false,true,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,false,0,ada3a846-a198-46b8-b1ea-a30a801eed59,27.54,8-12,$20.00 - $39.99
ME,149,408,false,false,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,false,0,5c9d7a19-cfed-413d-9d23-b768a3c81859,68.53,12-16,$60.00 - $79.99
KY,81,510,false,false,0,79.4,99,13.5,144.7,90,12.3,204.7,114,9.21,9.1,5,2.46,0,false,0,167fde3b-3b95-47c1-81f5-618a836c1e9a,37.470000000000006,4-8,$20.00 - $39.99
NC,170,415,false,false,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,false,0,545aa155-2da1-4cf2-acb5-48d26b38e896,71.22999999999999,12-16,$60.00 - $79.99
LA,99,510,false,false,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,false,0,28932ce3-e007-4fa8-86bc-ebd01915f6e4,53.17,8-12,$40.00 - $59.99
CA,92,408,false,false,0,249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,0,false,0,7c2a8bbe-fd38-4704-adbc-26ec4433bc95,70.449999999999989,4-8,$60.00 - $79.99
WA,63,408,false,false,0,149.3,104,25.38,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,false,0,4787e591-24bd-42e7-ba4a-d4f2df982f98,60.4,4-8,$60.00 - $79.99
OR,69,408,false,false,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,false,0,9ab2d23c-9e41-4839-a1ba-db590ad980d7,64.88,4-8,$60.00 - $79.99
KY,45,415,false,true,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,false,0,4a9afe92-d2fe-4f59-b871-b8b709494693,70.6,0-4,$60.00 - $79.99
DC,81,510,true,false,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,false,0,eba93317-ee32-4eab-8842-279238db67e7,71.47,4-8,$60.00 - $79.99
RI,132,415,true,true,18,130.7,86,22.22,186.1,98,15.82,204.8,103,9.22,11.9,6,3.21,0,false,0,5a5c77a0-ed27-4e88-8901-759c6714a6cc,50.47,8-12,$40.00 - $59.99
GA,70,415,false,true,20,230.2,110,39.13,177.5,111,15.09,206.3,38,9.28,11.9,2,3.21,0,false,0,3a54db46-7506-4414-96b9-51e9f5ac571d,66.71,4-8,$60.00 - $79.99
ID,89,415,false,true,15,274,83,46.58,192.2,97,16.34,125.9,141,5.67,11.9,2,3.21,0,false,0,ea2aceb8-0768-4ef2-b315-48b82572a589,71.8,4-8,$60.00 - $79.99
AR,88,415,false,false,0,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21,0,false,0,e50cc5ea-6ad1-44c7-aedb-52c571a428ad,51.03,4-8,$40.00 - $59.99
ME,57,510,false,true,37,69.5,94,11.82,220.9,76,18.78,218.5,113,9.83,11.9,3,3.21,0,false,0,388c581d-c3ef-446b-a7f2-b2cdec3220f4,43.64,4-8,$40.00 - $59.99
WV,73,415,false,false,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,false,0,a1ddf985-53b1-477c-bf7c-047b51e54ca3,68.31,4-8,$60.00 - $79.99
NC,77,408,true,true,44,103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,true,1,717b75f5-f4ae-4dd0-b0ee-7f134878a0fa,49.999999999999993,4-8,$40.00 - $59.99
AZ,144,510,true,false,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,false,0,a8e649e6-a922-49cd-b387-6b868cb328ac,67.6,8-12,$60.00 - $79.99
AL,122,415,false,false,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,false,0,cd4a7a25-6f4b-46ae-8944-f574a77a3ca7,69.83,8-12,$60.00 - $79.99
MO,109,415,false,false,0,200.1,72,34.02,300.9,120,25.58,236,68,10.62,11.9,5,3.21,0,false,0,c2602ed8-6448-497f-b043-94c9b7aa14a7,73.429999999999993,8-12,$60.00 - $79.99
NJ,16,510,false,false,0,228.6,130,38.86,208.4,103,17.71,195.3,118,8.79,11.9,7,3.21,0,false,0,55a60ecf-54c9-494e-89fe-969f154ed770,68.57,0-4,$60.00 - $79.99
DC,165,510,false,false,0,195.2,84,33.18,229.5,116,19.51,185.3,147,8.34,11.9,3,3.21,0,false,0,29a3ef15-1a1c-41c8-9511-6e6f2040ca69,64.24,12-16,$60.00 - $79.99
NJ,95,415,false,true,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,false,0,54b33f9c-7eea-4de8-8dfd-fb17d7bc1f08,33.39,4-8,$20.00 - $39.99
TX,128,415,false,true,43,177.8,100,30.23,147.3,89,12.52,194.2,92,8.74,11.9,1,3.21,0,false,0,f22642ab-a65a-40f3-923d-80f2eed4e299,54.7,8-12,$40.00 - $59.99
AR,36,415,false,false,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,false,0,aa9f298c-6305-4f83-b41d-99730d69207a,56.49,0-4,$40.00 - $59.99
NJ,120,415,false,false,0,146,58,24.82,208.7,103,17.74,215.5,91,9.7,11.9,2,3.21,0,false,0,e97999ef-b4d5-482e-9810-0570b3fcd878,55.470000000000006,8-12,$40.00 - $59.99
KY,124,415,false,false,0,194,103,32.98,241,116,20.49,227.5,153,10.24,11.9,5,3.21,0,false,0,a9b524b1-cd60-45ca-a504-f09f2726f06f,66.92,8-12,$60.00 - $79.99
IL,67,415,false,false,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,false,0,b29b90b2-c99e-4ef2-8ab3-85a4927aa064,48.970000000000006,4-8,$40.00 - $59.99
ID,90,415,false,false,0,259.1,140,44.05,124,119,10.54,188.3,79,8.47,12.8,3,3.46,0,false,0,9df7d8c9-f06d-415b-b8eb-3d0f61ab3235,66.52,4-8,$60.00 - $79.99
CT,144,510,true,true,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,false,0,d5217eca-083f-4687-82aa-690a6cf7e7c4,63.36,8-12,$60.00 - $79.99
CO,80,415,false,false,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,false,0,79783b0f-7723-4e70-999f-bfe1f60e6b77,63.15,4-8,$60.00 - $79.99
WI,113,415,false,false,0,126,90,21.42,205.8,92,17.49,217,121,9.76,12.8,1,3.46,0,false,0,0799c3ff-4c96-4308-a70f-677b5efb0e33,52.129999999999995,8-12,$40.00 - $59.99
MA,102,510,true,false,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,false,0,4af66241-6708-46a6-8468-8eb99ab6dbca,68.66,8-12,$60.00 - $79.99
OH,165,510,false,false,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,false,0,5ae6af63-c7dd-463a-8964-de9f0ddcc20d,69.09,12-16,$60.00 - $79.99
ID,107,415,false,false,0,260.6,81,44.3,246.1,116,20.92,243.3,117,10.95,12.8,9,3.46,0,true,1,83e0ee19-66ad-4c37-8d9d-60ccd83e075d,79.63,8-12,$60.00 - $79.99
VA,118,408,false,false,0,154.8,71,26.32,244,73,20.74,159.6,81,7.18,12.8,4,3.46,0,false,0,0c9c2946-86ef-400f-b497-ee5fa58a7b08,57.7,8-12,$40.00 - $59.99
AZ,145,415,false,true,10,190.7,100,32.42,177.7,114,15.1,167.3,100,7.53,12.8,2,3.46,0,false,0,2590899f-b963-4b35-977b-0d398804c695,58.510000000000005,12-16,$40.00 - $59.99
WI,87,510,false,true,24,135.8,108,23.09,251.4,62,21.37,181.5,91,8.17,6.4,4,1.73,0,false,0,04d2c913-30fd-4053-90b9-eae9e1ea24ab,54.36,4-8,$40.00 - $59.99
NJ,57,510,true,false,0,115,65,19.55,122.3,96,10.4,245,75,11.03,6.4,1,1.73,0,true,1,6aa43ae6-550e-4437-a15a-bdc2eff7e7d6,42.71,4-8,$40.00 - $59.99
VT,126,415,false,false,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0,false,0,188ac6e9-f14e-4c2d-9296-44fe6066f6c0,61.51,8-12,$60.00 - $79.99
AR,33,415,true,false,0,164,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,false,0,49fd3279-dadb-4c4a-9408-e29381d34db3,48.19,0-4,$40.00 - $59.99
IL,16,415,true,false,0,110,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0,false,0,8bd61446-5cde-43eb-acd3-3359158d1f49,41.519999999999996,0-4,$40.00 - $59.99
WY,3,415,false,true,23,205.5,102,34.94,209.5,83,17.81,182.3,99,8.2,6.4,4,1.73,0,false,0,678c74c1-0b52-4a49-a543-e08bdada1858,62.68,0-4,$60.00 - $79.99
CT,40,510,true,false,0,220.8,100,37.54,265.7,106,22.58,212.8,94,9.58,6.4,3,1.73,0,false,0,e33ae3f7-1526-4855-895e-47212607d1ce,71.43,0-4,$60.00 - $79.99
RI,158,510,false,false,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,false,0,5c655599-55db-46c1-94a2-30c13088302d,70.37,12-16,$60.00 - $79.99
IN,195,415,false,false,0,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73,0,false,0,1f836e9b-08f8-4937-b66e-8cfee61e3741,59.68,16-20,$40.00 - $59.99
KS,128,415,false,false,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,false,0,33b83e1a-fcff-4105-90be-13dedbf048d6,47.439999999999991,8-12,$40.00 - $59.99
NM,59,408,false,false,0,145.8,95,24.79,228.3,81,19.41,247.5,87,11.14,9.6,5,2.59,0,false,0,bf2c1b99-9e5c-4bed-85fc-a17ad394284f,57.930000000000007,4-8,$40.00 - $59.99
TX,26,415,true,false,0,194.4,105,33.05,238.3,100,20.26,239.1,129,10.76,9.6,5,2.59,0,false,0,6d02767c-5b09-4e61-bc41-4c444660913c,66.660000000000011,0-4,$60.00 - $79.99
CT,125,415,true,false,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,true,1,917d8bfc-b298-4e13-96d0-e3672489c0fc,59.959999999999994,8-12,$40.00 - $59.99
TN,70,510,false,false,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0,false,0,5880b05d-bd19-4522-8bc8-a1234de0f16e,47.620000000000005,4-8,$40.00 - $59.99
WI,122,415,false,true,21,196,104,33.32,194.7,73,16.55,150.8,92,6.79,9.6,4,2.59,0,false,0,2e2c0e57-947c-4003-9484-f1e2014169ba,59.25,8-12,$40.00 - $59.99
NY,163,408,false,false,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,true,1,5f153bf7-3f34-4bf5-9c42-23e3229c2595,75.14,12-16,$60.00 - $79.99
NY,40,408,false,false,0,242.5,82,41.23,232.9,97,19.8,154,86,6.93,9.6,7,2.59,0,false,0,7fd7b2a0-db0b-4adb-95c8-b96bfe39c007,70.550000000000011,0-4,$60.00 - $79.99
PA,84,415,false,false,0,109.1,114,18.55,231.4,113,19.67,274,112,12.33,9.6,4,2.59,0,false,0,9f816b36-f5bc-4c10-bcea-59146cc7e91a,53.14,4-8,$40.00 - $59.99
MI,148,415,true,false,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,true,1,01b6aba8-0439-408c-96ba-766dca97285c,63.740000000000009,12-16,$60.00 - $79.99
AR,185,415,false,true,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,false,0,60a5515d-59e3-44c1-a51a-49b0bf2e06e3,59.8,12-16,$40.00 - $59.99
